316/26,BLOUSE-WHITE SS OVERBLOUSE-GL,1377-01-13,2030,,4T,37,,,277,,,,,,,,37,0,0,37,37
316/26,BLOUSE-WHITE SS OVERBLOUSE-GL,1377-01-13,2030,,10,61,,,278,5.22,22X16X12,,,,,X,61,0,0,61,61
317/26,BLOUSE-WHITE SS PULLOVER-MS,1377-01-13,2097,,30,36,,,279,5.22,22X16X12,,,,,,36,0,0,36,36
317/26,BLOUSE-WHITE SS PULLOVER-MS,1377-01-13,2097,,32,25,,,279,,,,,,,,25,0,0,25,25
317/26,BLOUSE-WHITE SS PULLOVER-MS,1377-01-13,2097,,34,25,,,280,5.71,22X16X12,,,,,,25,0,0,25,25
317/26,BLOUSE-WHITE SS PULLOVER-MS,1377-01-13,2097,,36,43,,,280,,,,,,,,43,0,0,43,43
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,3,80,,,281,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,5,80,,,282,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,5,80,,,283,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,5,80,,,284,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,5,80,,,285,6.54,22X16X12,,,,,X,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,7,80,,,286,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,7,80,,,287,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,7,80,,,288,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,7,80,,,289,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,7,80,,,290,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,9,80,,,291,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,9,80,,,292,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,9,80,,,293,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,9,80,,,294,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,11,80,,,295,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,11,80,,,296,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,13,80,,,297,6.54,22X16X12,,,,,X,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,7,60,,,298,6.88,22X16X12,,,,,,60,0,0,60,60
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,15,25,,,298,,,,,,,,25,0,0,25,25
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,11,13,,,299,6.74,22X16X12,,,,,,13,0,0,13,13
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,17,34,,,299,,,,,,,,34,0,0,34,34
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,19,12,,,299,,,,,,,,12,0,0,12,12
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,21,12,,,299,,,,,,,,12,0,0,12,12
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,23,12,,,299,,,,,,,,12,0,0,12,12
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,1,12,,,300,5.91,22X16X12,,,,,,12,0,0,12,12
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,3,48,,,300,,,,,,,,48,0,0,48,48
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,5,11,,,300,,,,,,,,11,0,0,11,11
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,5,34,,,301,6.33,22X16X12,,,,,,34,0,0,34,34
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,9,20,,,301,,,,,,,,20,0,0,20,20
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,25,23,,,301,,,,,,,,23,0,0,23,23
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,9,27,,,302,6.05,22X16X12,,,,,,27,0,0,27,27
1405/26,BLOUSE-WHITE VENTED CAP SL-JR,1377-01-13,1000,,13,46,,,302,,,,,,,X,46,0,0,46,46
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,8,80,,,303,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,10,80,,,304,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,10,80,,,305,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,10,80,,,306,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,12,80,,,307,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,12,80,,,308,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,12,80,,,309,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,14,78,,,310,6.40,22X16X12,,,,,,78,0,0,78,78
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,14,78,,,311,6.40,22X16X12,,,,,,78,0,0,78,78
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,14,78,,,312,6.40,22X16X12,,,,,,78,0,0,78,78
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,14,70,,,313,5.84,22X16X12,,,,,,70,0,0,70,70
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,16,80,,,314,6.54,22X16X12,,,,,,80,0,0,80,80
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,12,16,,,315,6.95,22X16X12,,,,,,16,0,0,16,16
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,18,43,,,315,,,,,,,,43,0,0,43,43
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,20,27,,,315,,,,,,,,27,0,0,27,27
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,8,28,,,316,6.47,22X16X12,,,,,,28,0,0,28,28
1405/26,BLOUSE-WHITE VENTED CAP SL-GL,1377-01-13,1002,,16,51,,,316,,,,,,,X,51,0,0,51,51
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE TALL-JR,1377-01-13,10236,,5T,12,,,317,7.23,22X16X12,,,,,,12,0,0,12,12
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE TALL-JR,1377-01-13,10236,,7T,23,,,317,,,,,,,,23,0,0,23,23
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE TALL-JR,1377-01-13,10236,,9T,24,,,317,,,,,,,,24,0,0,24,24
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE TALL-JR,1377-01-13,10236,,11T,25,,,317,,,,,,,,25,0,0,25,25
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE TALL-JR,1377-01-13,10236,,17T,6,,,317,,,,,,,,6,0,0,6,6
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE TALL-JR,1377-01-13,10236,,13T,23,,,318,7.09,22X16X12,,,,,,23,0,0,23,23
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE TALL-JR,1377-01-13,10236,,17T,6,,,318,,,,,,,,6,0,0,6,6
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE-HALF,1377-01-13,20114,,12H,12,,,318,,,,,,,,12,0,0,12,12
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE-HALF,1377-01-13,20114,,14H,11,,,318,,,,,,,,11,0,0,11,11
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE-HALF,1377-01-13,20114,,16H,24,,,318,,,,,,,,24,0,0,24,24
1405/26,BLOUSE-WHITE VENTED CAP SLEEVE-HALF,1377-01-13,20114,,18H,12,,,318,,,,,,,,12,0,0,12,12
4877/1903,CULOTTE-BL/BLK/GR PLD SKORT-GL,1356-10-12,5277,,10,12,,,319,11.50,32X18.5X12,,,,,,12,0,0,12,12
4877/1903,CULOTTE-BL/BLK/GR PLD SKORT-GL,1356-10-12,5277,,14,12,,,319,,,,,,,,12,0,0,12,12
4877/1903,CULOTTE-BL/BLK/GR PLD SKORT-GL,1356-10-12,5277,,16,12,,,319,,,,,,,,12,0,0,12,12
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-GL,1356-10-12,5341,,8,23,,,320,15.00,32X18.5X12,,,,,X,23,0,0,23,23
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-GL,1356-10-12,5341,,10,25,,,320,,,,,,,,25,0,0,25,25
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-GL,1356-10-12,5341,,12,13,,,321,11.50,32X18.5X12,,,,,,13,0,0,13,13
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-GL,1356-10-12,5341,,14,11,,,321,,,,,,,,11,0,0,11,11
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-GL,1356-10-12,5341,,16,12,,,321,,,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-GL,1356-10-12,5431,,8,48,,,322,15.00,32X18.5X12,,,,,X,48,0,0,48,48
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-GL,1356-10-12,5431,,2,12,,,323,15.00,32X18.5X12,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-GL,1356-10-12,5431,,4,12,,,323,,,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-GL,1356-10-12,5431,,6,24,,,323,,,,,,,,24,0,0,24,24
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-GL,1356-10-12,5431,,10,12,,,324,11.50,32X18.5X12,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-GL,1356-10-12,5431,,12,12,,,324,,,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-GL,1356-10-12,5431,,14,12,,,324,,,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-HF,1356-10-12,5432,,6H,12,,,325,11.50,32X18.5X12,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-HF,1356-10-12,5432,,10H,24,,,325,,,,,,,,24,0,0,24,24
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-HF,1356-10-12,5432,,12H,12,,,326,11.50,32X18.5X12,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-HF,1356-10-12,5432,,14H,12,,,326,,,,,,,,12,0,0,12,12
4877/1925,CULOTTE-NAVY/GREY PLD SKORT-HF,1356-10-12,5432,,16H,12,,,326,,,,,,,,12,0,0,12,12
4877/2045,CULOTTE-RED/NAVY/GREEN PLD SKORT-GL,1356-10-12,50009,,4,12,,,327,11.50,32X18.5X12,,,,,,12,0,0,12,12
4877/2045,CULOTTE-RED/NAVY/GREEN PLD SKORT-GL,1356-10-12,50009,,6,12,,,327,,,,,,,X,12,0,0,12,12
4877/2045,CULOTTE-RED/NAVY/GREEN PLD SKORT-GL,1356-10-12,50009,,10,12,,,327,,,,,,,,12,0,0,12,12
4877/2045,CULOTTE-RED/NAVY/GREEN PLD SKORT-GL,1356-10-12,50009,,12,12,,,328,11.50,32X18.5X12,,,,,,12,0,0,12,12
4877/2045,CULOTTE-RED/NAVY/GREEN PLD SKORT-HF,1356-10-12,50010,,8H,12,,,328,,,,,,,,12,0,0,12,12
4877/2045,CULOTTE-RED/NAVY/GREEN PLD SKORT-HF,1356-10-12,50010,,12H,12,,,328,,,,,,,,12,0,0,12,12
4877/1903,CULOTTE-BL/BLK/GR PLD SKORT-HF,1356-10-12,5300,,6H,12,,,329,11.50,32X18.5X12,,,,,,12,0,0,12,12
4877/1903,CULOTTE-BL/BLK/GR PLD SKORT-HF,1356-10-12,5300,,8H,12,,,329,,,,,,,,12,0,0,12,12
4877/1903,CULOTTE-BL/BLK/GR PLD SKORT-HF,1356-10-12,5300,,12H,12,,,329,,,,,,,,12,0,0,12,12
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-HF,1356-10-12,5362,,10H,35,,,330,14.71,32X18.5X12,,,,,,35,0,0,35,35
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-HF,1356-10-12,5362,,12H,12,,,330,,,,,,,,12,0,0,12,12
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-HF,1356-10-12,5362,,8H,24,,,331,14.41,32X18.5X12,,,,,,24,0,0,24,24
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-HF,1356-10-12,5362,,16H,12,,,331,,,,,,,,12,0,0,12,12
4877/1934,CULOTTE-BLK/WH/BL PLD SKORT-HF,1356-10-12,5362,,18H,10,,,331,,,,,,,,10,0,0,10,10
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,4,48,,,332,15.00,32X18.5X12,,,,,,48,0,0,48,48
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,6,43,,,333,13.54,32X18.5X12,,,,,,43,0,0,43,43
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,8,29,,,334,14.71,32X18.5X12,,,,,,29,0,0,29,29
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,12,18,,,334,,,,,,,,18,0,0,18,18
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,10,24,,,335,15.00,32X18.5X12,,,,,,24,0,0,24,24
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,16,18,,,335,,,,,,,,18,0,0,18,18
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,18,6,,,335,,,,,,,X,6,0,0,6,6
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,4,12,,,336,11.50,32X18.5X12,,,,,,12,0,0,12,12
1806/1916/1201,SKORT-GREEN/NAVY/BLACK PLD W/NAVY SHORT-GL,1387-02-13,50057,,4T,24,,,336,,,,,,,,24,0,0,24,24
4393/1919,SKIRT-NVY/WHT HOUNDSTOOTH,1386-02-13,4049,,26,12,,,337,9.40,32X18.5X12,,,,,,12,0,0,12,12
4393/1919,SKIRT-NVY/WHT HOUNDSTOOTH,1386-02-13,4049,,27,12,,,337,,,,,,,,12,0,0,12,12
4393/1919,SKIRT-NVY/WHT HOUNDSTOOTH,1386-02-13,4049,,33,12,,,337,,,,,,,,12,0,0,12,12
4393/1919,SKIRT-NVY/WHT HOUNDSTOOTH,1386-02-13,4049,,35,6,,,337,,,,,,,,6,0,0,6,6
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1386-02-13,40031,,4,12,,,338,9.40,32X18.5X12,,,,,,12,0,0,12,12
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1386-02-13,40031,,6,30,,,338,,,,,,,,30,0,0,30,30
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1386-02-13,40031,,8,30,,,339,9.40,32X18.5X12,,,,,X,30,0,0,30,30
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1386-02-13,40031,,14,12,,,339,,,,,,,,12,0,0,12,12
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1386-02-13,40031,,10,24,,,340,9.40,32X18.5X12,,,,,,24,0,0,24,24
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1386-02-13,40031,,12,18,,,340,,,,,,,,18,0,0,18,18
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,4,42,,,341,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,6,42,,,342,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,6,42,,,343,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,6,42,,,344,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,6,42,,,345,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,8,42,,,346,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,8,42,,,347,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,8,42,,,348,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,10,42,,,349,9.40,32X18.5X12,,,,,X,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,10,42,,,350,9.40,32X18.5X12,,,,,,42,0,0,42,42
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,8,18,,,351,9.20,32X18.5X12,,,,,,18,0,0,18,18
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,12,12,,,351,,,,,,,,12,0,0,12,12
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,18,11,,,351,,,,,,,,11,0,0,11,11
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,4,18,,,352,11.80,32X18.5X12,,,,,,18,0,0,18,18
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,3T,24,,,352,,,,,,,,24,0,0,24,24
1214/1801/1201,SKIRT-NAVY SKORT W/LYCRA SHORT-GL,1374-01-13,40031,,4T,12,,,352,,,,,,,,12,0,0,12,12
4868/1801,SKIRT-NAVY-GL,1386-02-13,4064,,8,18,,,353,9.40,32X18.5X12,,,,,,18,0,0,18,18
4868/1801,SKIRT-NAVY-GL,1386-02-13,4064,,10,24,,,353,,,,,,,,24,0,0,24,24
4868/1801,SKIRT-NAVY-GL,1386-02-13,4064,,6,12,,,354,9.40,32X18.5X12,,,,,,12,0,0,12,12
4868/1801,SKIRT-NAVY-GL,1386-02-13,4064,,14,24,,,354,,,,,,,,24,0,0,24,24
4868/1801,SKIRT-NAVY-GL,1386-02-13,4064,,18,6,,,354,,,,,,,,6,0,0,6,6
4868/2060,SKIRT-GREEN/NAVY/YELLOW PLD-GL,1386-02-13,4198,,10,12,,,355,9.00,32X18.5X12,,,,,,12,0,0,12,12
4868/2060,SKIRT-GREEN/NAVY/YELLOW PLD-GL,1386-02-13,4198,,12,6,,,355,,,,,,,X,6,0,0,6,6
4868/2060,SKIRT-GREEN/NAVY/YELLOW PLD-GL,1386-02-13,4198,,14,10,,,355,,,,,,,,10,0,0,10,10
